,Unnamed: 0,title,link,keyword
1774,1774,Pakar Soroti Potensi Lonjakan Penyakit di Aceh-Sumut Pasca Bencana Banjir,https://health.detik.com/berita-detikhealth/d-8234238/pakar-soroti-potensi-lonjakan-penyakit-di-aceh-sumut-pasca-bencana-banjir,diabetes
1775,1775,"29 Oktober Hari Stroke Sedunia, Simak Tema dan Sejarahnya",https://news.detik.com/berita/d-8180943/29-oktober-hari-stroke-sedunia-simak-tema-dan-sejarahnya,diabetes
1776,1776,"Penyakit yang Bisa Muncul Akibat Obesitas, Mulai dari Sakit Jantung sampai Kanker",https://health.detik.com/berita-detikhealth/d-7920042/penyakit-yang-bisa-muncul-akibat-obesitas-mulai-dari-sakit-jantung-sampai-kanker,diabetes
1777,1777,"Jangan Anggap Sepele, Kebiasaan Duduk yang Bisa Bahayakan Jantung-Picu Kematian Dini",https://health.detik.com/berita-detikhealth/d-8128136/jangan-anggap-sepele-kebiasaan-duduk-yang-bisa-bahayakan-jantung-picu-kematian-dini,diabetes
1779,1779,"Singapura Tarik Suplemen Herbal untuk Gula Darah, Berisiko Picu Kejang-Koma",https://health.detik.com/berita-detikhealth/d-7901279/singapura-tarik-suplemen-herbal-untuk-gula-darah-berisiko-picu-kejang-koma,diabetes
1782,1782,Pria Ini Rasakan Efek Jangka Panjang gegara Daging Babi Hutan,https://www.detik.com/jabar/berita/d-8154867/pria-ini-rasakan-efek-jangka-panjang-gegara-daging-babi-hutan,diabetes
1783,1783,6 Manfaat Jalan Kaki di Pagi Hari,https://www.detik.com/sumut/berita/d-8153740/6-manfaat-jalan-kaki-di-pagi-hari,diabetes
1785,1785,"10 Tanda Sakit Ginjal yang Sering Diabaikan, Usia Muda Bukan Jaminan Aman",https://health.detik.com/berita-detikhealth/d-8281628/10-tanda-sakit-ginjal-yang-sering-diabaikan-usia-muda-bukan-jaminan-aman,diabetes
1786,1786,"Dampak Buruk yang Terjadi pada Tubuh Kalau Kurang Minum, Bukan Cuma Dehidrasi",https://health.detik.com/berita-detikhealth/d-8084967/dampak-buruk-yang-terjadi-pada-tubuh-kalau-kurang-minum-bukan-cuma-dehidrasi,diabetes
1787,1787,"Viral Usia 18 Sudah Gagal Ginjal Stadium 5, Kenapa Makin Banyak Anak Muda yang Kena?",https://health.detik.com/berita-detikhealth/d-8125580/viral-usia-18-sudah-gagal-ginjal-stadium-5-kenapa-makin-banyak-anak-muda-yang-kena,diabetes
1788,1788,Manfaat Tak Terduga dari Rumah Hantu untuk Kesehatan Manusia,https://www.detik.com/jabar/berita/d-8177576/manfaat-tak-terduga-dari-rumah-hantu-untuk-kesehatan-manusia,diabetes
1792,1792,Ini Gejala Stroke 'Tersembunyi' yang Jarang Disadari Orang Usia Muda,https://health.detik.com/berita-detikhealth/d-8227312/ini-gejala-stroke-tersembunyi-yang-jarang-disadari-orang-usia-muda,diabetes
1794,1794,Trump Pangkas Harga Obat Penurun Berat Badan Milik 2 Raksasa Farmasi,https://finance.detik.com/berita-ekonomi-bisnis/d-8200785/trump-pangkas-harga-obat-penurun-berat-badan-milik-2-raksasa-farmasi,diabetes
1796,1796,Ini Perubahan yang Terjadi pada Tubuh Saat Setop Konsumsi Gula 2 Minggu,https://health.detik.com/berita-detikhealth/d-7946991/ini-perubahan-yang-terjadi-pada-tubuh-saat-setop-konsumsi-gula-2-minggu,diabetes
1797,1797,Ternyata Ini Makanan yang Bisa Picu Risiko Kanker Menurut Dokter Onkologi,https://health.detik.com/berita-detikhealth/d-8010443/ternyata-ini-makanan-yang-bisa-picu-risiko-kanker-menurut-dokter-onkologi,diabetes
1798,1798,Medical Check Up On-Site Mayapada Healthcare Dukung Budaya Kerja Sehat,https://health.detik.com/berita-detikhealth/d-8311740/medical-check-up-on-site-mayapada-healthcare-dukung-budaya-kerja-sehat,diabetes
1799,1799,"7 Cara Simpel Cegah Penyumbatan Pembuluh Darah di Otak, Apa Saja?",https://health.detik.com/berita-detikhealth/d-7906661/7-cara-simpel-cegah-penyumbatan-pembuluh-darah-di-otak-apa-saja,diabetes
1801,1801,Tanda-tanda Ginjal Tidak Sehat yang Sering Diabaikan,https://health.detik.com/berita-detikhealth/d-8045762/tanda-tanda-ginjal-tidak-sehat-yang-sering-diabaikan,diabetes
1805,1805,"Cerita Dokter Tangani Pasien Gen Z Transplantasi Ginjal, Dipicu Kebiasaan Ini",https://health.detik.com/berita-detikhealth/d-8077396/cerita-dokter-tangani-pasien-gen-z-transplantasi-ginjal-dipicu-kebiasaan-ini,diabetes
1806,1806,AS Keluarkan Peringatan Perjalanan Level 2 Terkait Wabah Chikungunya di China,https://health.detik.com/berita-detikhealth/d-8050675/as-keluarkan-peringatan-perjalanan-level-2-terkait-wabah-chikungunya-di-china,diabetes
1807,1807,Undur-undur Itu Hewan Apa? Ini Penjelasan dan Manfaatnya untuk Kesehatan,https://www.detik.com/jogja/berita/d-7912256/undur-undur-itu-hewan-apa-ini-penjelasan-dan-manfaatnya-untuk-kesehatan,diabetes
1816,1816,3 Jemaah Haji Asal Pontianak dan Mempawah Meninggal di Makkah,https://www.detik.com/kalimantan/berita/d-7956847/3-jemaah-haji-asal-pontianak-dan-mempawah-meninggal-di-makkah,diabetes
1817,1817,"BPJS Kesehatan Pilih Duta Muda, Figur Inspiratif untuk Edukasi JKN",https://health.detik.com/berita-detikhealth/d-8219449/bpjs-kesehatan-pilih-duta-muda-figur-inspiratif-untuk-edukasi-jkn,diabetes
1818,1818,Terungkap! Minum Kopi di Waktu Ini Bisa Turunkan Risiko Mati Muda,https://health.detik.com/berita-detikhealth/d-8218915/terungkap-minum-kopi-di-waktu-ini-bisa-turunkan-risiko-mati-muda,diabetes
1819,1819,"Dear Gen Z! Jangan Asal Konsumsi, BPOM Ingatkan Aturan Minum Obat Cacing",https://health.detik.com/berita-detikhealth/d-8087102/dear-gen-z-jangan-asal-konsumsi-bpom-ingatkan-aturan-minum-obat-cacing,diabetes
1821,1821,"Semantap Ini Manfaat Jalan Kaki di Pagi Hari, Cocok Buat yang Mau Panjang Umur",https://health.detik.com/berita-detikhealth/d-8140243/semantap-ini-manfaat-jalan-kaki-di-pagi-hari-cocok-buat-yang-mau-panjang-umur,diabetes
1824,1824,Benarkah Melewatkan Sarapan Bisa Turunkan Berat Badan? Ini Faktanya,https://www.detik.com/sumut/berita/d-8138213/benarkah-melewatkan-sarapan-bisa-turunkan-berat-badan-ini-faktanya,diabetes
1825,1825,"Waspada Sedentary Lifestyle, Risiko Jantung Mengintai Kaum Mager",https://www.detik.com/jatim/berita/d-8333568/waspada-sedentary-lifestyle-risiko-jantung-mengintai-kaum-mager,diabetes
1826,1826,Daftar Makanan yang Picu Kadar Kolesterol Tinggi,https://health.detik.com/berita-detikhealth/d-8136936/daftar-makanan-yang-picu-kadar-kolesterol-tinggi,diabetes
1827,1827,PKG di Sumsel Didominasi Karies Gigi pada Anak,https://www.detik.com/sumbagsel/berita/d-8082521/pkg-di-sumsel-didominasi-karies-gigi-pada-anak,diabetes
1828,1828,"Cek Kesehatan Online dengan Skrining BPJS, Gratis dan tak Butuh Waktu Lama!",https://www.detik.com/sumbagsel/berita/d-8289309/cek-kesehatan-online-dengan-skrining-bpjs-gratis-dan-tak-butuh-waktu-lama,diabetes
1829,1829,BPOM RI Ungkap Proses Harmonisasi dengan Industri Demi Terapkan Label Nutri-Level,https://health.detik.com/berita-detikhealth/d-8188041/bpom-ri-ungkap-proses-harmonisasi-dengan-industri-demi-terapkan-label-nutri-level,diabetes
1830,1830,"Cara Skrining Riwayat Kesehatan BPJS di Website dan Aplikasi JKN, Praktis!",https://www.detik.com/sulsel/berita/d-8101321/cara-skrining-riwayat-kesehatan-bpjs-di-website-dan-aplikasi-jkn-praktis,diabetes
1831,1831,Daftar Tongseng Enak di Jakarta hingga Manfaat Kopi dan Teh,https://food.detik.com/berita-boga/d-8187071/daftar-tongseng-enak-di-jakarta-hingga-manfaat-kopi-dan-teh,diabetes
1837,1837,"Heboh Varian 'Super Flu' Subclade K, Apa Itu?",https://health.detik.com/berita-detikhealth/d-8283164/heboh-varian-super-flu-subclade-k-apa-itu,diabetes
1838,1838,"Waspada Sedentary Lifestyle, Risiko Jantung Mengintai Kaum Mager",https://www.detik.com/jatim/berita/d-8333568/waspada-sedentary-lifestyle-risiko-jantung-mengintai-kaum-mager,diabetes
1839,1839,"1 dari 10 Anak Idap Obesitas, UNICEF: Ultra Processed Food Lebih Murah dari Buah-Sayur",https://health.detik.com/berita-detikhealth/d-8106974/1-dari-10-anak-idap-obesitas-unicef-ultra-processed-food-lebih-murah-dari-buah-sayur,diabetes
1840,1840,Ternyata Ini Cara Minum Kopi yang Bisa Perpanjang Umur Menurut Studi,https://health.detik.com/berita-detikhealth/d-7963918/ternyata-ini-cara-minum-kopi-yang-bisa-perpanjang-umur-menurut-studi,diabetes
1841,1841,"RS di Cakung Tak Pakai Nama RSUD tapi 'Royal Batavia', Ini Alasannya",https://news.detik.com/berita/d-8078852/rs-di-cakung-tak-pakai-nama-rsud-tapi-royal-batavia-ini-alasannya,diabetes
1842,1842,"China Dilanda Wabah Chikungunya, AS Keluarkan Peringatan Perjalanan Level 2",https://www.detik.com/sumut/berita/d-8052043/china-dilanda-wabah-chikungunya-as-keluarkan-peringatan-perjalanan-level-2,diabetes
1843,1843,Studi Terbaru Ungkap Menu Makan Simpel yang Bisa Jadi Anti-Kanker,https://health.detik.com/berita-detikhealth/d-8157524/studi-terbaru-ungkap-menu-makan-simpel-yang-bisa-jadi-anti-kanker,diabetes
1844,1844,"Masalah Asam Urat Dipicu Faktor Keturunan? Bisa Jadi, Tapi...",https://health.detik.com/berita-detikhealth/d-8207687/masalah-asam-urat-dipicu-faktor-keturunan-bisa-jadi-tapi,diabetes
1846,1846,"Mikroplastik Cemari Air Hujan Jakarta, Menkes Imbau Warga Pakai Masker",https://news.detik.com/berita/d-8181763/mikroplastik-cemari-air-hujan-jakarta-menkes-imbau-warga-pakai-masker,diabetes
1849,1849,"Viral Banyak Minum Air Putih Bikin Ginjal Rusak, Ini Faktanya",https://health.detik.com/berita-detikhealth/d-8076976/viral-banyak-minum-air-putih-bikin-ginjal-rusak-ini-faktanya,diabetes
1850,1850,Pasukan Putih dan JakAmbulans Bikin Layanan Kesehatan Kian Dekat,https://news.detik.com/berita/d-8015790/pasukan-putih-dan-jakambulans-bikin-layanan-kesehatan-kian-dekat,diabetes
1852,1852,Cerita Driver ShopeeFood Lulus Cumlaude hingga Magang di Taiwan,https://news.detik.com/berita/d-8015437/cerita-driver-shopeefood-lulus-cumlaude-hingga-magang-di-taiwan,diabetes
1853,1853,"Viral Banyak Minum Air Putih Bikin Ginjal Rusak, Ini Faktanya",https://health.detik.com/berita-detikhealth/d-8076976/viral-banyak-minum-air-putih-bikin-ginjal-rusak-ini-faktanya,diabetes
1854,1854,Pasukan Putih dan JakAmbulans Bikin Layanan Kesehatan Kian Dekat,https://news.detik.com/berita/d-8015790/pasukan-putih-dan-jakambulans-bikin-layanan-kesehatan-kian-dekat,diabetes
1856,1856,Cerita Driver ShopeeFood Lulus Cumlaude hingga Magang di Taiwan,https://news.detik.com/berita/d-8015437/cerita-driver-shopeefood-lulus-cumlaude-hingga-magang-di-taiwan,diabetes
1857,1857,"Cek Kesehatan Online dengan Skrining BPJS, Gratis dan tak Butuh Waktu Lama!",https://www.detik.com/sumbagsel/berita/d-8289309/cek-kesehatan-online-dengan-skrining-bpjs-gratis-dan-tak-butuh-waktu-lama,diabetes
1861,1861,"Diet Bisa Cegah 15 Juta Kematian Dini, Bukan Hanya Tentang Kurus",https://www.detik.com/sumut/berita/d-8154227/diet-bisa-cegah-15-juta-kematian-dini-bukan-hanya-tentang-kurus,diabetes
1863,1863,"Diet Bisa Cegah 15 Juta Kematian Dini, Bukan Hanya Tentang Kurus",https://www.detik.com/sumut/berita/d-8154227/diet-bisa-cegah-15-juta-kematian-dini-bukan-hanya-tentang-kurus,diabetes
1864,1864,Catat! Ini 7 Minuman yang Perlu Dibatasi Demi Kesehatan Optimal,https://www.detik.com/sumut/berita/d-8278052/catat-ini-7-minuman-yang-perlu-dibatasi-demi-kesehatan-optimal,diabetes
1865,1865,Ini Biang Kerok Kasus Gagal Ginjal di Usia Muda Melonjak,https://www.detik.com/sumut/berita/d-8127093/ini-biang-kerok-kasus-gagal-ginjal-di-usia-muda-melonjak,diabetes
1868,1868,Cara Menanam Lidah Buaya agar Cepat Besar dan 15 Manfaatnya,https://www.detik.com/jogja/berita/d-8311521/cara-menanam-lidah-buaya-agar-cepat-besar-dan-15-manfaatnya,diabetes
1869,1869,Ibu Suri Thailand Meninggal di Usia 93 gegara Sakit Komplikasi Sepsis Darah,https://health.detik.com/berita-detikhealth/d-8177568/ibu-suri-thailand-meninggal-di-usia-93-gegara-sakit-komplikasi-sepsis-darah,diabetes
1870,1870,"Daun Belimbing Jadi Incaran Negara Asing, Ini Khasiat Medisnya",https://health.detik.com/berita-detikhealth/d-7998415/daun-belimbing-jadi-incaran-negara-asing-ini-khasiat-medisnya,diabetes
1873,1873,Hati-hati! Kesehatan Mulut yang Buruk Bisa Picu Kanker Pankreas,https://health.detik.com/berita-detikhealth/d-8122847/hati-hati-kesehatan-mulut-yang-buruk-bisa-picu-kanker-pankreas,diabetes
1879,1879,MHBD-BRI Life Tingkatkan Layanan Lewat Lounge Eksklusif dan Sugar Clinic,https://health.detik.com/berita-detikhealth/d-8245121/mhbd-bri-life-tingkatkan-layanan-lewat-lounge-eksklusif-dan-sugar-clinic,diabetes
1880,1880,"Daftar Tanggal Merah November 2025, Yuk Cek dan Rencanakan Liburanmu!",https://www.detik.com/sulsel/berita/d-8169887/daftar-tanggal-merah-november-2025-yuk-cek-dan-rencanakan-liburanmu,diabetes
1882,1882,Ini Perubahan yang Terjadi Pada Tubuh Jika Berpuasa Selama 24 Jam,https://health.detik.com/berita-detikhealth/d-8066543/ini-perubahan-yang-terjadi-pada-tubuh-jika-berpuasa-selama-24-jam,diabetes
1883,1883,MHBD-BRI Life Tingkatkan Layanan Lewat Lounge Eksklusif dan Sugar Clinic,https://health.detik.com/berita-detikhealth/d-8245121/mhbd-bri-life-tingkatkan-layanan-lewat-lounge-eksklusif-dan-sugar-clinic,diabetes
1884,1884,"Daftar Tanggal Merah November 2025, Yuk Cek dan Rencanakan Liburanmu!",https://www.detik.com/sulsel/berita/d-8169887/daftar-tanggal-merah-november-2025-yuk-cek-dan-rencanakan-liburanmu,diabetes
1885,1885,Ini Perubahan yang Terjadi Pada Tubuh Jika Berpuasa Selama 24 Jam,https://health.detik.com/berita-detikhealth/d-8066543/ini-perubahan-yang-terjadi-pada-tubuh-jika-berpuasa-selama-24-jam,diabetes
1887,1887,Kondisi yang Tak Disadari Rentan Picu Serangan Stroke di Usia Muda,https://health.detik.com/berita-detikhealth/d-8268614/kondisi-yang-tak-disadari-rentan-picu-serangan-stroke-di-usia-muda,diabetes
1888,1888,"Wanita Kena Stroke di Usia 28 Tahun gegara Stres, Ini Gejala Awalnya",https://health.detik.com/berita-detikhealth/d-8267917/wanita-kena-stroke-di-usia-28-tahun-gegara-stres-ini-gejala-awalnya,diabetes
1889,1889,"Lama Hilang, Kasus Chikungunya Kembali Muncul di New York",https://www.detik.com/jabar/berita/d-8168312/lama-hilang-kasus-chikungunya-kembali-muncul-di-new-york,diabetes
1891,1891,Kemenkes Kaji Pemberian Vaksin Campak untuk Tenaga Kesehatan,https://health.detik.com/berita-detikhealth/d-8422119/kemenkes-kaji-pemberian-vaksin-campak-untuk-tenaga-kesehatan,diabetes
1893,1893,Kemenkes Bakal Bangun Bank Data Genomik di Bogor,https://health.detik.com/berita-detikhealth/d-8191941/kemenkes-bakal-bangun-bank-data-genomik-di-bogor,diabetes
1895,1895,Penyebab Gen Z Susah Tidur dan Cara Mengatasinya,https://www.detik.com/jabar/berita/d-8258000/penyebab-gen-z-susah-tidur-dan-cara-mengatasinya,diabetes
1896,1896,Mayapada Hospital Surabaya Teguhkan Posisi Jadi Pionir Ortopedi Robotik,https://www.detik.com/jatim/berita/d-8056114/mayapada-hospital-surabaya-teguhkan-posisi-jadi-pionir-ortopedi-robotik,diabetes
1897,1897,7 Kebiasaan Sehari-hari yang Tanpa Disadari Bisa Picu Stroke,https://health.detik.com/berita-detikhealth/d-7937265/7-kebiasaan-sehari-hari-yang-tanpa-disadari-bisa-picu-stroke,diabetes
1898,1898,Waspada! Screen Time Berlebih di Akhir Pekan Bisa Picu Penyakit,https://www.detik.com/jatim/berita/d-8063028/waspada-screen-time-berlebih-di-akhir-pekan-bisa-picu-penyakit,diabetes
1899,1899,Kenapa Bau Badan Muncul Meski Sudah Mandi? Ini Kata Ahli,https://health.detik.com/berita-detikhealth/d-7989502/kenapa-bau-badan-muncul-meski-sudah-mandi-ini-kata-ahli,diabetes
1900,1900,"Makan Tahu Setiap Hari, Ini Manfaat dan Efek Sampingnya",https://food.detik.com/berita-boga/d-7877142/makan-tahu-setiap-hari-ini-manfaat-dan-efek-sampingnya,diabetes
1904,1904,Narji Punya Lahan 1.000 Hektar hingga Indomie Jadi Mie Instan Terenak,https://food.detik.com/berita-boga/d-8114016/narji-punya-lahan-1-000-hektar-hingga-indomie-jadi-mie-instan-terenak,diabetes
1905,1905,Pengakuan Anak Pasien RSUD Sekayu yang Marah dan Suruh Masker Dokter Dibuka,https://news.detik.com/berita/d-8062597/pengakuan-anak-pasien-rsud-sekayu-yang-marah-dan-suruh-masker-dokter-dibuka,diabetes
1907,1907,Dinkes Buleleng Ungkap Berbagai Penyakit yang Diidap Warga,https://www.detik.com/bali/berita/d-8035459/dinkes-buleleng-ungkap-berbagai-penyakit-yang-diidap-warga,diabetes
1908,1908,Dokter Ungkap Tanda Serangan Jantung yang Bisa Muncul Sebulan Sebelumnya,https://health.detik.com/berita-detikhealth/d-8237057/dokter-ungkap-tanda-serangan-jantung-yang-bisa-muncul-sebulan-sebelumnya,diabetes
1910,1910,Kemenkes Kaji Pemberian Vaksin Campak untuk Tenaga Kesehatan,https://health.detik.com/berita-detikhealth/d-8422119/kemenkes-kaji-pemberian-vaksin-campak-untuk-tenaga-kesehatan,diabetes
1911,1911,Dokter Wanti-wanti Bahaya Minuman Energi di Usia Muda yang Berujung Stroke,https://health.detik.com/berita-detikhealth/d-8260004/dokter-wanti-wanti-bahaya-minuman-energi-di-usia-muda-yang-berujung-stroke,diabetes
1915,1915,"Dokter Berikan Cara Sehat Makan Gorengan, Begini Tipsnya",https://health.detik.com/berita-detikhealth/d-8086274/dokter-berikan-cara-sehat-makan-gorengan-begini-tipsnya,diabetes
1917,1917,"Menguak Rahasia Hidup Panjang Maria Branyas, Manusia Tertua di Dunia",https://www.detik.com/jabar/berita/d-8134156/menguak-rahasia-hidup-panjang-maria-branyas-manusia-tertua-di-dunia,diabetes
1919,1919,"China-Singapura Dihantui Chikungunya, RI Aman? Kemenkes Bilang Gini",https://health.detik.com/berita-detikhealth/d-8056570/china-singapura-dihantui-chikungunya-ri-aman-kemenkes-bilang-gini,diabetes
1920,1920,"Ciri-ciri Gula Darah Tinggi yang Perlu Diwaspadai, Apa Saja?",https://www.detik.com/jateng/berita/d-8012342/ciri-ciri-gula-darah-tinggi-yang-perlu-diwaspadai-apa-saja,diabetes
1921,1921,Daftar 8 Makanan Pembersih Ginjal Alami yang Aman dan Menyehatkan,https://health.detik.com/berita-detikhealth/d-8232132/daftar-8-makanan-pembersih-ginjal-alami-yang-aman-dan-menyehatkan,diabetes
1922,1922,5 Makanan dan Minuman yang Bisa Picu Gagal Ginjal di Usia Muda,https://www.detik.com/jabar/berita/d-8133106/5-makanan-dan-minuman-yang-bisa-picu-gagal-ginjal-di-usia-muda,diabetes
1923,1923,"'Tsunami' Penyakit Ginjal Kronis di Singapura, Bisa Capai 900 Ribu Kasus di 2035",https://health.detik.com/berita-detikhealth/d-7842198/tsunami-penyakit-ginjal-kronis-di-singapura-bisa-capai-900-ribu-kasus-di-2035,diabetes
1924,1924,"Alarm Bahaya UNICEF, Makin Banyak Anak-Remaja Obesitas! Ini Dampaknya",https://health.detik.com/berita-detikhealth/d-8106491/alarm-bahaya-unicef-makin-banyak-anak-remaja-obesitas-ini-dampaknya,diabetes
1926,1926,"Cerita Titik, Telaten Rawat ODGJ hingga Penyintas Kanker di Rumahnya Klaten",https://www.detik.com/jateng/berita/d-8301923/cerita-titik-telaten-rawat-odgj-hingga-penyintas-kanker-di-rumahnya-klaten,diabetes
1930,1930,Makan Kuning Telur Bikin Kolesterol Tinggi? Ini Penjelasannya,https://health.detik.com/berita-detikhealth/d-8078828/makan-kuning-telur-bikin-kolesterol-tinggi-ini-penjelasannya,diabetes
1931,1931,Misteri Tewasnya Sultan Jogja HB V di Tangan Istri Kelima,https://www.detik.com/jogja/berita/d-8122635/misteri-tewasnya-sultan-jogja-hb-v-di-tangan-istri-kelima,diabetes
1933,1933,"Dokter Ungkap Gejala Gagal Ginjal Mirip Maag, Waspadai Jika Mengalaminya",https://health.detik.com/berita-detikhealth/d-8077054/dokter-ungkap-gejala-gagal-ginjal-mirip-maag-waspadai-jika-mengalaminya,diabetes
1935,1935,"Tanda Jantung Bermasalah yang Bisa Muncul di Kaki, Usia Muda Wajib Waspada",https://health.detik.com/berita-detikhealth/d-7899995/tanda-jantung-bermasalah-yang-bisa-muncul-di-kaki-usia-muda-wajib-waspada,diabetes
1936,1936,Cara Isi Skrining BPJS Kesehatan September 2025: dari Ponsel dan Website Resmi,https://www.detik.com/bali/berita/d-8101693/cara-isi-skrining-bpjs-kesehatan-september-2025-dari-ponsel-dan-website-resmi,diabetes
1938,1938,"Ahli Ungkap Waktu Terbaik Minum Kopi, Paling Bermanfaat Dikonsumsi di Jam Ini",https://health.detik.com/berita-detikhealth/d-7867062/ahli-ungkap-waktu-terbaik-minum-kopi-paling-bermanfaat-dikonsumsi-di-jam-ini,diabetes
1941,1941,Harus Minum Kopi Berapa Gelas Sehari Biar Tak Mati Muda karena Sakit Jantung?,https://health.detik.com/berita-detikhealth/d-8050028/harus-minum-kopi-berapa-gelas-sehari-biar-tak-mati-muda-karena-sakit-jantung,diabetes
1942,1942,"Cerita Titik, Telaten Rawat ODGJ hingga Penyintas Kanker di Rumahnya Klaten",https://www.detik.com/jateng/berita/d-8301923/cerita-titik-telaten-rawat-odgj-hingga-penyintas-kanker-di-rumahnya-klaten,diabetes
1943,1943,"Tingkatkan Layanan, Mayapada Healthcare Gandeng Bupa International",https://health.detik.com/berita-detikhealth/d-7964572/tingkatkan-layanan-mayapada-healthcare-gandeng-bupa-international,diabetes
1944,1944,"Hati-hati, Kebiasaan Makan yang Jarang Disadari Tingkatkan Risiko Kena Stroke",https://health.detik.com/berita-detikhealth/d-7871856/hati-hati-kebiasaan-makan-yang-jarang-disadari-tingkatkan-risiko-kena-stroke,diabetes
1946,1946,"30 Hari Berhenti Konsumsi Gula, Dokter Ungkap Manfaatnya Terhadap Tubuh",https://www.detik.com/sumut/berita/d-7996792/30-hari-berhenti-konsumsi-gula-dokter-ungkap-manfaatnya-terhadap-tubuh,diabetes
1948,1948,"Cerita Titik, Telaten Rawat ODGJ hingga Penyintas Kanker di Rumahnya Klaten",https://www.detik.com/jateng/berita/d-8301923/cerita-titik-telaten-rawat-odgj-hingga-penyintas-kanker-di-rumahnya-klaten,diabetes
1949,1949,Orang dengan Masalah Kesehatan Berikut Tak Dianjurkan Berjalan Jauh,https://www.detik.com/kalimantan/berita/d-7962315/orang-dengan-masalah-kesehatan-berikut-tak-dianjurkan-berjalan-jauh,diabetes
1950,1950,Hakim Ini Soroti Tulisan Resep Dokter yang Mirip 'Ceker Ayam',https://www.detik.com/jabar/berita/d-8145743/hakim-ini-soroti-tulisan-resep-dokter-yang-mirip-ceker-ayam,diabetes
1951,1951,Ini yang Terjadi Pada Tubuh Saat Setop Minuman Manis Selama 30 Hari,https://health.detik.com/berita-detikhealth/d-8097783/ini-yang-terjadi-pada-tubuh-saat-setop-minuman-manis-selama-30-hari,diabetes
1952,1952,"Tanggal Merah November 2025, Cek Informasi Lengkapnya di Sini!",https://www.detik.com/sulsel/berita/d-8193954/tanggal-merah-november-2025-cek-informasi-lengkapnya-di-sini,diabetes
1953,1953,Ini yang Terjadi Pada Tubuh Saat Setop Minuman Manis Selama 30 Hari,https://health.detik.com/berita-detikhealth/d-8097783/ini-yang-terjadi-pada-tubuh-saat-setop-minuman-manis-selama-30-hari,diabetes
1954,1954,5 Cara Merawat Luka Diabetes untuk Cegah Risiko Infeksi,https://www.detik.com/bali/berita/d-7333273/5-cara-merawat-luka-diabetes-untuk-cegah-risiko-infeksi,diabetes
1955,1955,Jalan Kaki 15 Menit Setiap Hari Bisa Cegah Kematian Dini,https://www.detik.com/sumut/berita/d-8096278/jalan-kaki-15-menit-setiap-hari-bisa-cegah-kematian-dini,diabetes
1956,1956,"Daftar Makanan-Minuman yang Merusak Ginjal secara Perlahan, Batasi Konsumsinya",https://health.detik.com/berita-detikhealth/d-7920282/daftar-makanan-minuman-yang-merusak-ginjal-secara-perlahan-batasi-konsumsinya,diabetes
1957,1957,"Ancaman Serius, Peneliti Ramal Kasus Kanker Hati Bakal Meningkat, Ini Pemicunya",https://health.detik.com/berita-detikhealth/d-8043830/ancaman-serius-peneliti-ramal-kasus-kanker-hati-bakal-meningkat-ini-pemicunya,diabetes
1958,1958,Perlukah Minum Obat Hipertensi saat Tekanan Darah Sudah Normal?,https://health.detik.com/berita-detikhealth/d-8119128/perlukah-minum-obat-hipertensi-saat-tekanan-darah-sudah-normal,diabetes
1960,1960,6 Manfaat Bunga Telang untuk Kesehatan dan Cara Mengonsumsinya,https://health.detik.com/berita-detikhealth/d-7932323/6-manfaat-bunga-telang-untuk-kesehatan-dan-cara-mengonsumsinya,diabetes
1961,1961,"32 Juta Warga RI Ikut CKG, Kemenkes Ungkap Temuan Penyakit Terbanyak",https://health.detik.com/berita-detikhealth/d-8118316/32-juta-warga-ri-ikut-ckg-kemenkes-ungkap-temuan-penyakit-terbanyak,diabetes
1962,1962,"Fakta-fakta Meninggalnya Paus Fransiskus, Riwayat Sakit sampai Penyebab Kematian",https://health.detik.com/berita-detikhealth/d-7879729/fakta-fakta-meninggalnya-paus-fransiskus-riwayat-sakit-sampai-penyebab-kematian,diabetes
1963,1963,9 Manfaat Minum Air Kelapa secara Rutin untuk Jantung Sehat,https://health.detik.com/berita-detikhealth/d-8008573/9-manfaat-minum-air-kelapa-secara-rutin-untuk-jantung-sehat,diabetes
1964,1964,5 Cara Merawat Luka Diabetes untuk Cegah Risiko Infeksi,https://www.detik.com/bali/berita/d-7333273/5-cara-merawat-luka-diabetes-untuk-cegah-risiko-infeksi,diabetes
1965,1965,"Waspada, Kebiasaan Makan Ini Bisa Tingkatkan Risiko Jantung dan Stroke",https://www.detik.com/sumut/berita/d-7872492/waspada-kebiasaan-makan-ini-bisa-tingkatkan-risiko-jantung-dan-stroke,diabetes
1966,1966,"Pengadilan India Perintahkan Dokter Perjelas Tulisan Resep, Jangan 'Cakar Ayam'",https://health.detik.com/berita-detikhealth/d-8138870/pengadilan-india-perintahkan-dokter-perjelas-tulisan-resep-jangan-cakar-ayam,diabetes
1968,1968,Pakar Ingatkan Risiko Penyakit Pascabencana di Aceh-Sumut,https://health.detik.com/berita-detikhealth/d-8232883/pakar-ingatkan-risiko-penyakit-pascabencana-di-aceh-sumut,diabetes
1969,1969,Arti Warna Sayur dan Buah Serta Manfaatnya bagi Kesehatan Tubuh,https://www.detik.com/jabar/berita/d-8277209/arti-warna-sayur-dan-buah-serta-manfaatnya-bagi-kesehatan-tubuh,diabetes
