title,link,keyword
"Kemenkes Soroti Lingkungan 'Obesogenik', Bikin Gen Z Gampang Kena Diabetes!",https://health.detik.com/berita-detikhealth/d-8188182/kemenkes-soroti-lingkungan-obesogenik-bikin-gen-z-gampang-kena-diabetes,diabetes
"Cerita Cipa, Idap Diabetes di Usia 29 Tahun Akibat Gaya Hidup",https://www.detik.com/jabar/berita/d-8269448/cerita-cipa-idap-diabetes-di-usia-29-tahun-akibat-gaya-hidup,diabetes
"Pasien Diabetes Makin Muda, Dokter Wanti-wanti Gen Z yang Doyan Jajan Manis",https://health.detik.com/berita-detikhealth/d-8187683/pasien-diabetes-makin-muda-dokter-wanti-wanti-gen-z-yang-doyan-jajan-manis,diabetes
Yuk! Cegah Diabetes Sejak Dini,https://health.detik.com/fotohealth/d-7144697/yuk-cegah-diabetes-sejak-dini,diabetes
Bolehkah Penderita Diabetes Makan Buah? Simak Fakta dan Tipsnya,https://health.detik.com/berita-detikhealth/d-8108877/bolehkah-penderita-diabetes-makan-buah-simak-fakta-dan-tipsnya,diabetes
"Anak Muda Ternyata Tetap Bisa Terkena Diabetes, Begini Cara Cegahnya",https://health.detik.com/berita-detikhealth/d-8124850/anak-muda-ternyata-tetap-bisa-terkena-diabetes-begini-cara-cegahnya,diabetes
"Gaya Hidup vs Genetik, Dokter Jelaskan Mana yang Lebih Berperan Picu Diabetes",https://health.detik.com/berita-detikhealth/d-8214960/gaya-hidup-vs-genetik-dokter-jelaskan-mana-yang-lebih-berperan-picu-diabetes,diabetes
"Rutin Cek Gula Darah, Upaya Sederhana Jaga Tubuh dari Diabetes",https://health.detik.com/berita-detikhealth/d-8120876/rutin-cek-gula-darah-upaya-sederhana-jaga-tubuh-dari-diabetes,diabetes
Apakah Pengidap Diabetes Boleh Konsumsi Mangga? Begini Penjelasan Studi,https://health.detik.com/berita-detikhealth/d-8170190/apakah-pengidap-diabetes-boleh-konsumsi-mangga-begini-penjelasan-studi,diabetes
Maestro Dalang Ki Anom Suroto Wafat Akibat Serangan Jantung-Diabetes,https://www.detik.com/jatim/budaya/d-8174244/maestro-dalang-ki-anom-suroto-wafat-akibat-serangan-jantung-diabetes,diabetes
"Cerita Wanita Surabaya Tak Sadar Kena Diabetes di Usia 29, Doyan Jajanan Viral",https://health.detik.com/berita-detikhealth/d-8269680/cerita-wanita-surabaya-tak-sadar-kena-diabetes-di-usia-29-doyan-jajanan-viral,diabetes
Video: Pengidap Diabetes Dianjurkan Olahraga 150 Menit per Minggu,https://20.detik.com/detikupdate/20241123-241123074/video-pengidap-diabetes-dianjurkan-olahraga-150-menit-per-minggu,diabetes
"FDA Wanti-wanti Risiko Salah Baca Alat Monitor Gula Darah, 7 Pasien Diabetes Meninggal",https://health.detik.com/berita-detikhealth/d-8247783/fda-wanti-wanti-risiko-salah-baca-alat-monitor-gula-darah-7-pasien-diabetes-meninggal,diabetes
7 Perubahan Pada Tubuh yang Menjadi 'Sinyal' Tanda Awal Diabetes,https://health.detik.com/berita-detikhealth/d-8154755/7-perubahan-pada-tubuh-yang-menjadi-sinyal-tanda-awal-diabetes,diabetes
Hati-hati! Dokter Bilang Kebiasaan Tidur Seperti Ini Bisa Tingkatkan Risiko Diabetes,https://health.detik.com/berita-detikhealth/d-8217293/hati-hati-dokter-bilang-kebiasaan-tidur-seperti-ini-bisa-tingkatkan-risiko-diabetes,diabetes
Minuman Berpemanis Bakal Kena Cukai Demi Cegah Prevalensi Diabetes,https://finance.detik.com/foto-bisnis/d-7090319/minuman-berpemanis-bakal-kena-cukai-demi-cegah-prevalensi-diabetes,diabetes
Dokter Mayapada Hospital Siaga 24 Jam Tangani Komplikasi Akut Diabetes,https://health.detik.com/berita-detikhealth/d-8126776/dokter-mayapada-hospital-siaga-24-jam-tangani-komplikasi-akut-diabetes,diabetes
Apakah Air Kelapa Boleh Dikonsumsi Pengidap Diabetes?,https://health.detik.com/berita-detikhealth/d-8078951/apakah-air-kelapa-boleh-dikonsumsi-pengidap-diabetes,diabetes
Alert! Wamenkes Soroti Makin Banyak Anak Muda di Bawah Umur 20-an Kena Diabetes,https://health.detik.com/berita-detikhealth/d-8221664/alert-wamenkes-soroti-makin-banyak-anak-muda-di-bawah-umur-20-an-kena-diabetes,diabetes
Dinkes Sebut Siswi SD di Lubuklinggau Terindikasi Diabetes Kembali Normal,https://www.detik.com/sumbagsel/berita/d-8096659/dinkes-sebut-siswi-sd-di-lubuklinggau-terindikasi-diabetes-kembali-normal,diabetes
"Penyakit Diabetes Hantui Anak Muda, Ini Ciri & Cara Cegahnya",https://health.detik.com/berita-detikhealth/d-8063645/penyakit-diabetes-hantui-anak-muda-ini-ciri-cara-cegahnya,diabetes
5 Sayuran Penurun Gula Darah yang Aman untuk Pengidap Diabetes,https://www.detik.com/jabar/kuliner/d-8211856/5-sayuran-penurun-gula-darah-yang-aman-untuk-pengidap-diabetes,diabetes
"Gatal Bisa Jadi Salah Satu Gejala Diabetes, Seperti Ini Ciri-cirinya",https://health.detik.com/berita-detikhealth/d-8194364/gatal-bisa-jadi-salah-satu-gejala-diabetes-seperti-ini-ciri-cirinya,diabetes
Video: Indonesia Jadi Negara Kelima di Dunia dengan Pasien Diabetes Terbanyak,https://20.detik.com/detikupdate/20241122-241122109/video-indonesia-jadi-negara-kelima-di-dunia-dengan-pasien-diabetes-terbanyak,diabetes
"Nikmat Sesaat, Bahaya Seumur Hidup: Awas Diabetes Mengintai!",https://health.detik.com/berita-detikhealth/d-8015548/nikmat-sesaat-bahaya-seumur-hidup-awas-diabetes-mengintai,diabetes
"Kronologi Wanita Surabaya Idap Diabetes di Usia 29 Tahun, Sempat Koma 12 Hari",https://health.detik.com/berita-detikhealth/d-8269901/kronologi-wanita-surabaya-idap-diabetes-di-usia-29-tahun-sempat-koma-12-hari,diabetes
"Siasat BPOM Bantu Tekan Angka Diabetes di Indonesia, Siapkan Label Nutri-Level",https://health.detik.com/berita-detikhealth/d-8188098/siasat-bpom-bantu-tekan-angka-diabetes-di-indonesia-siapkan-label-nutri-level,diabetes
Infografis: Herbal Antiobesitas-Antidiabetes Hasil Riset Profesor IPB,https://www.detik.com/edu/foto/d-7014166/infografis-herbal-antiobesitas-antidiabetes-hasil-riset-profesor-ipb,diabetes
"Minuman Kayu Manis, Berkhasiat Pereda Diabetes hingga Potensi Antikanker",https://www.detik.com/sumbagsel/kuliner/d-8160728/minuman-kayu-manis-berkhasiat-pereda-diabetes-hingga-potensi-antikanker,diabetes
Dokter Ungkap Cara Tubuh Memproses Gula hingga Tingkatkan Risiko Diabetes,https://health.detik.com/berita-detikhealth/d-8064094/dokter-ungkap-cara-tubuh-memproses-gula-hingga-tingkatkan-risiko-diabetes,diabetes
